Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Photography","Film Permit Location Fee: Downtown Santa Monica - Still photography, interior",286.3,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Photography","Film Permit Location Fee: Downtown Santa Monica - Still photography, exterior, low impact",572.59,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Photography","Film Permit Location Fee: Downtown Santa Monica - Still photography, exterior, high impact",1717.78,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, interior only",286.3,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, interior with exterior requirements",572.59,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, man on street/walk and talk (crew of 9 or less)",572.59,,,,,,,Applicant must also pay an application fee.,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 3, Crypt Spaces",27801.01,,,,,,,,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, man on street/walk and talk (crew of 10 or more)",858.89,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica -  Film/video, half day shoot including interior/exterior",1145.19,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, all day, interior/exterior, multiple locations",2862.97,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Parks - Film/video, minor (1 - 20 cast/crew)",1145.19,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Parks - Film/video, major (21+ cast/crew)",1431.49,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Photography",Film Permit Location Fee: Parks - Still photography,114.52,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, all day",2862.97,,,,,"$5,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, half day (6 hrs.)",1145.19,,,,,"$2,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Pier/Carousel - Street interviews,916.15,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Equipment",Film Permit Location Fee: Pier/Carousel - Equipment only,1145.19,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, low impact, interior only",572.59,,,,,$100.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, exterior",1717.78,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: All Other Locations - Film/video,587.48,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Photography",Film Permit Location Fee: All Other Locations - Still photography,234.99,,,,,,,Applicant must also pay an application fee.,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Corner, Niches ",6542.75,,,,,,,,,
Public Works,Administration,Permits,,"Film Permit, Film, Motion, Video, Photography","Film Permit Location Fee: Rider Fee-Addition, change or deletion to the permit",114.52,,,,,,,Applicant must also pay an application fee.,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment), Ground Burial",7837.5,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double Interment), Ground Burial",14107.5,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Green Burial Grave (Single-Interment), Ground Burial",10450,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double-Interment Privilege), Ground Burial",7837.5,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment) Financial Hardship, Ground Burial",1378.56,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Infant Grave, Ground Burial",545.68,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave, Single",3446.41,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial",Cremation Grave (Double),6892.81,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave (Multiple Interment Privilege), Ground Burial",3446.41,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Place Ashes in Existing Full Size Grave (Multiple Interment Privilege), Ground Burial ",783.75,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial, green","Place Ashes in Existing Green Burial Plot, Ground Burial",783.75,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 1, Crypt Spaces",15508.83,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 2, Crypt Spaces",17232.03,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 3, Crypt Spaces",17232.03,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 4, Crypt Spaces",15508.83,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 5, Crypt Spaces",9764.82,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 6, Crypt Spaces",8616.02,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 7, Crypt Spaces",8616.02,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 1, Crypt Spaces",22057,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 4, Crypt Spaces",22057,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 5 , Crypt Spaces",16312.99,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 6, Crypt Spaces",15164.19,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 7, Crypt Spaces",15164.19,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 1, Crypt Spaces",22057,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 2, Crypt Spaces",27801.01,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 3, Crypt Spaces",27801.01,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 4, Crypt Spaces",22057,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 5, Crypt Spaces",16312.99,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 6, Crypt Spaces",15164.19,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 7, Crypt Spaces",15164.19,,,,,,,,,
Public Works,Cemetery,Property,,"crypt, cremation","Place Ashes in Existing Crypt Interment Privilege, Crypt Spaces",783.75,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 3-5, Niches ",14057.34,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 6-8, Niches ",12171.12,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Medium Rows 7-8, Niches ",4217.62,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Rows 1-8, Niches ",1838.08,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Row 9, Niches ",1550.88,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble, Niches ",1847.01,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble Top Row, Niches ",2597.35,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Medium Glass, Niches ",5021.55,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Large Glass, Niches ",6868.55,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Glass, Niches ",1838.08,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Marble, Niches ",1550.88,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 7",2872.01,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 6",4595.21,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 5",4824.97,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 4",5054.73,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 3",5054.73,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 2",4824.97,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 1 ",3446.41,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 6",6892.81,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 3",7582.09,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 2 ",7237.45,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 1",5169.61,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 6,9190.42,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 5,9649.94,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 4,10109.46,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 3,10109.46,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 2,9649.94,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 6",10339.22,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 5",10798.74,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 4",11258.26,,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
