Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble, Niches","$   2,079.58",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble Top Row, Niches","$   2,924.40",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Medium Glass, Niches","$   5,653.87",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Large Glass, Niches","$   7,733.45",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Glass, Niches","$   2,069.52",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Marble, Niches","$   1,746.16",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 7","$   3,233.64",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 6","$   5,173.84",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 5","$   5,432.52",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 4","$   5,691.22",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 3","$   5,691.22",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 2","$   5,432.52",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 1","$   3,880.37",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 6","$   7,760.76",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 3","$   8,536.83",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 2","$   8,148.80",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 1","$   5,820.57",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 6,"$   10,347.69",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 5,"$   10,865.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 4,"$   11,382.45",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 3,"$   11,382.45",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 2,"$   10,865.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 6","$   11,641.15",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 5","$   12,158.53",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 4","$   12,675.91",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 3","$   12,675.91",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 2","$   12,158.53",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Feature (R): Row 4,"$   29,232.23",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 6,"$   5,820.57",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 5,"$   6,079.25",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 4,"$   6,337.95",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 3,"$   6,337.95",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 2,"$   6,079.25",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 4,"$   22,247.54",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 3,"$   22,247.54",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 2,"$   22,247.54",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Feature (K): Row 3,"$   40,614.70",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 7","$   5,109.15",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 6","$   8,019.46",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 5","$   8,407.49",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 4","$   8,795.53",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 3","$   8,795.53",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 2","$   8,407.49",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single Angle Corner (G,H): Row 1","$   6,079.25",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 7","$   2,974.95",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 6","$   4,915.14",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 5","$   5,173.84",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 4","$   5,432.52",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 3","$   5,432.52",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 2","$   5,173.84",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Vault) (Elevations 4,9): Row 1","$   3,621.67",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Vault) Wide Single (H): Row 6,"$   7,502.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Vault) Double (L): Row 6,"$   10,088.98",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Vault) Double (L): Row 2,"$   10,606.38",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Vault) Feature (N): Row 3,"$   40,356.01",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 7","$   2,716.26",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 6","$   4,656.44",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 5","$   4,915.14",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 4","$   5,173.84",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 3","$   5,173.84",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 2","$   4,915.14",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) (Elevations 6,7,8) Single (B,D): Row 1","$   3,362.99",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Wide Single (H): Row 6,"$   7,243.37",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Wide Single (H): Row 3,"$   8,019.46",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Wide Single (H): Row 2,"$   7,631.41",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Double (L): Row 5,"$   10,347.69",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Double (L): Row 4,"$   10,865.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Double (L): Row 3,"$   10,865.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Alcove) Feature (R): Row 4,"$   28,456.16",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 7","$   4,591.78",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 6","$   7,502.06",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 5","$   7,890.11",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 4","$   8,278.14",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 3","$   8,278.14",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Alcove) Wide Single Inside Corner (G, H): Row 2","$   7,890.11",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Family Alcove) Single (F): Row 5,"$   3,751.02",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Family Alcove) Single (F): Row 1,"$   3,751.02",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Family Alcove) Feature (Q): Row 4,"$   23,411.65",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Family Alcove) Feature (Q): Row 3,"$   23,411.65",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Family Alcove) Feature (Q): Row 2,"$   23,411.65",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
