Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, rental fees for camps, Sports field rental for camps, baseball field, softball field, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Non-Profit Organizations, Low Intensity (baseball, softball, kick-ball, frisbee)",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School","Sports Facilities Rental - Field Rental, Non-Resident, Non-Profit Organizations, High Intensity (soccer, football, rugby, field hockey, lacrosse)",26,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Group Rental, Field Rental with Lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Non-Profit Organizations, Lights",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"Gym Rental, Basketball, Volleyball, Half Court/Full Court, Gym Facility","Sports Facilities Rental - Memorial Park Gym - Half, Residents, Community Groups/Individuals",45,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts,  Marine Park, Reed Park, court rental fees, basketball court rental fees,","Sports Facilities Rental - Outdoor Basketball Court, Non-Resident, Non-Profit Organizations",14,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Planning and Community Development,Transportation Engineering and Management,Fees,,"Taxicab Company, Taxi Franchise , Vehicle",Annual franchise fee per vehicle in taxicab fleet - set by ordinance ,452,,,,,,,This fee is not subject to the annual administrative revision and increase.,,"<a href=""http://finance.smgov.net/fees-taxes/taxi-vehicle-fee-notes"" target=""_blank"">Taxi vehicle fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, rental fees for camps, Sports field rental for camps, baseball field, softball field, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field Rental Fees","Sports Facilities Rental - Field Rental, Private Schools/Non-Residents Public Schools, Low Intensity (baseball, softball, kick-ball, frisbee)",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School, Field rental fees","Sports Facilities Rental - Field Rental, Private Schools/Non-Residents Public Schools, High Intensity (soccer, football, rugby, field hockey, lacrosse)",26,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Group Rental, Field Rental with Lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School, field rental fees","Sports Facilities Rental - Field Rental, Private Schools/Non-Residents Public Schools, Lights",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, Clover Park, Marine Park, Reed Park","Sports Facilities Rental - Outdoor Basketball Court, Private Schools/Non-Residents Public Schools",14,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Group Rental, Field Rental with Lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Community Groups/Individuals, Low Intensity (baseball, softball, kick-ball, frisbee)",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School","Sports Facilities Rental - Field Rental, Non-Resident, Community Groups/Individuals, High Intensity (soccer, football, rugby, field hockey, lacrosse)",26,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Youth Group Rental, Field Rental with Lights, Marine Park, Clover Park, Memorial Park, Airport Park, John Adams Middle School, Santa Monica High School","Sports Facilities Rental - Field Rental, Non-Resident, Community Groups/Individuals, Lights",19.5,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Court Rental, Basketball Courts, Marine Park, Reed Park, court rental fees, basketball court rental fees","Sports Facilities Rental - Outdoor Basketball Court, Non-Resident, Community Groups/Individuals",14,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"Gym Rental, Basketball, Volleyball, Half Court/Full Court, Gym Facility","Sports Facilities Rental - Memorial Park Gym - Full, Residents, Community Groups/Individuals",80,,,,,,Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, rental fees for camps, Sports field rental for camps, baseball field, softball field, sports fields, Marine Park, Clover Park, Memorial Park, Los Amigos Park, John Adams Middle School, Lincoln Middle School, Airport Park, Santa Monica High School, Field rental fee, ","Sports Facilities Rental - Field Rental, Non-Resident, Camps, Non-Resident, Low Intensity (baseball, softball, kick-ball, frisbee)",32,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Public Works,Water,Services,,"Water, Service, Install, Meter","Water Service Install: 1"" Meter",4638.58,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Reservations, Field Rental, Sports Field Rental, soccer field, football field, sports fields, Airport Park, Santa Monica High School, John Adams Middle School, Marine Park, Clover Park, Memorial Park, Field rental fee","Sports Facilities Rental - Field Rental, Non-Resident, Camps, High Intensity (soccer, football, rugby, field hockey, lacrosse)",39,,,,,,Non-Residents,"Staffing fees shall be subject to the annual administrative increase per resolution.
This fee is not subject to the annual administrative revision and increase per resolution.",,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
