Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Public Works,Administration,Permits,,"Downtown Santa Monica, Third Street Promenade, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Downtown Santa Monica - Film/video, all day, multiple locations","3,093.55",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Parks - Film/Video,"1,237.42",,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Park, Film Permit, Location Fee, Photography",Film Permit Location Fee: Parks - Still photography,123.74,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, street interview","3,093.55",,,,,"$5,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video","Film Permit Location Fee: Pier/Carousel - Film/video, half day (6 hrs.)","1,237.42",,,,,"$2,000.00",,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: Pier/Carousel - Street interviews,989.93,,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Film, Equipment",Film Permit Location Fee: Pier/Carousel - Equipment only,"1,237.42",,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, low impact, interior only",618.71,,,,,$100.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Pier, Carousel, Film Permit, Location Fee, Photography","Film Permit Location Fee: Pier/Carousel - Still photography, exterior","1,856.13",,,,,$500.00,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Film, Motion, Video",Film Permit Location Fee: All Other Locations - Film/video,634.79,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Street, Sidewalk, Parking, Film Permit, Location Fee, Photography",Film Permit Location Fee: All Other Locations - Still photography,253.91,,,,,,,Applicant must also pay an application fee.,,
Public Works,Administration,Permits,,"Film Permit, Film, Motion, Video, Photography","Film Permit Location Fee: Rider Fee-Addition, change or deletion to the permit",123.74,,,,,,,Applicant must also pay an application fee.,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment), Ground Burial","9,918.00",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double Interment), Ground Burial","17,226.00",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Green Burial Grave (Single-Interment), Ground Burial","13,050.00",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Double-Interment Privilege), Ground Burial","8,468.72",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Adult Grave (Single-Interment) Financial Hardship, Ground Burial","1,489.58",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial","Infant Grave, Ground Burial",589.61,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave, Single","3,723.97",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial",Cremation Grave (Double),"7,447.94",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Cremation Grave (Multiple Interment Privilege), Ground Burial","3,723.97",,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, cremation, burial","Place Ashes in Existing Full Size Grave (Multiple Interment Privilege), Ground Burial",846.87,,,,,,,,,
Public Works,Cemetery,Property,,"plot, grave, burial, green","Place Ashes in Existing Green Burial Plot, Ground Burial",846.87,,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 1, Crypt Spaces","16,757.90",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 2, Crypt Spaces","18,619.89",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 3, Crypt Spaces","18,619.89",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 4, Crypt Spaces","16,757.90",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 5, Crypt Spaces","10,551.26",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 6, Crypt Spaces","9,309.94",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Single) Row 7, Crypt Spaces","9,309.94",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 1, Crypt Spaces","23,833.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 2, Crypt Spaces","30,040.09",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 3, Crypt Spaces","30,040.09",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 4, Crypt Spaces","23,833.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 5 , Crypt Spaces","17,626.83",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 6, Crypt Spaces","16,385.50",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Crypt (Double) Row 7, Crypt Spaces","16,385.50",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 1, Crypt Spaces","23,833.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 2, Crypt Spaces","30,040.09",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 3, Crypt Spaces","30,040.09",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 4, Crypt Spaces","23,833.46",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 5, Crypt Spaces","17,626.83",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 6, Crypt Spaces","16,385.50",,,,,,,,,
Public Works,Cemetery,Property,,"Crypt, mausoleum","Couch Crypt Row 7, Crypt Spaces","16,385.50",,,,,,,,,
Public Works,Cemetery,Property,,"crypt, cremation","Place Ashes in Existing Crypt Interment Privilege, Crypt Spaces",846.87,,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 3-5, Niches","15,189.51",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 26 inch (Outside View) Rows 6-8, Niches","13,151.37",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 23 inch, Niches","7,933.50",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Large 20 inch (Outside View), Niches","10,074.40",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Corner, Niches","7,069.69",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Medium Rows 1-6, Niches","5,037.19",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Sanctuary of Devotion: Medium Rows 7-8, Niches","4,557.30",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Rows 1-8, Niches","1,986.11",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Library of Living Memories: Row 9, Niches","1,675.78",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble, Niches","1,995.76",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble Top Row, Niches","2,806.53",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Medium Glass, Niches","5,425.98",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Heavenly Gate: Marble: Large Glass, Niches","7,421.74",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Glass, Niches","1,986.11",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Precious/Cherish: Marble, Niches","1,675.78",,,,,,,,,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 7","3,103.31",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 6","4,965.30",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 5","5,213.56",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 4","5,461.83",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 3","5,461.83",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 2","5,213.56",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry Single (A,B,C,D,E,O): Row 1","3,723.97",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 6","7,447.95",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 3","8,192.74",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 2","7,820.35",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Wide Single (H,S,U): Row 1","5,585.96",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 6,"9,930.61",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 5,"10,427.13",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 4,"10,923.66",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 3,"10,923.66",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Double (L): Row 2,"10,427.13",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 6","11,171.93",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 5","11,668.46",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 4","12,164.99",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 3","12,164.99",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation","Bay View Columbarium Entry) Double (M, Outside Glass Corner): Row 2","11,668.46",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Feature (R): Row 4,"28,053.97",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 6,"5,585.96",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 5,"5,834.22",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 4,"6,082.49",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 3,"6,082.49",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Single (T) Outside Glass Corner: Row 2,"5,834.22",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 4,"21,350.81",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 3,"21,350.81",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Niches (Bay View Columbarium Entry) Feature (P): Row 2,"21,350.81",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
Public Works,Cemetery,Property,,"Niche, cremation",Bay View Columbarium Entry) Feature (K): Row 3,"38,977.64",,,,,,,Bayview (Newly developed cremation niche spaces 2011),,
